fabricante,tipo_vehículo,transmision,tipo_combustible,cat_precio,marchas,cilindros,tamaño_motor,consumo_ciudad,consumo_carretera,consumo_combinado,mpg,co2
nissan,subcompact,automático manual,gasolina premium,asequibles,6,6,3.8,14.5,10.7,12.8,22,300
nissan,station wagon - small,automático variable,gasolina premium,asequibles,7,4,1.6,8.5,7.5,8.0,35,189
nissan,station wagon - small,manual,gasolina premium,asequibles,6,4,1.6,8.6,7.2,8.0,35,188
nissan,station wagon - small,automático variable,gasolina premium,asequibles,7,4,1.6,9.0,7.8,8.4,34,199
nissan,station wagon - small,manual,gasolina premium,asequibles,6,4,1.6,9.0,7.6,8.4,34,197
nissan,station wagon - small,automático variable,gasolina premium,asequibles,8,4,1.6,9.5,8.3,8.9,32,209
nissan,mid-size,automático variable,gasolina premium,asequibles,7,6,3.5,11.1,7.8,9.6,29,225
nissan,compact,automático,gasolina,asequibles,4,4,1.6,8.9,6.8,7.9,36,186
nissan,compact,manual,gasolina,asequibles,5,4,1.6,8.7,6.8,7.9,36,185
nissan,station wagon - mid-size,automático variable,gasolina,asequibles,7,6,3.5,11.0,8.3,9.8,29,230
nissan,station wagon - mid-size,automático variable,gasolina,asequibles,7,6,3.5,11.2,8.4,9.9,29,232
nissan,station wagon - small,manual,gasolina,asequibles,6,4,2.0,10.0,8.1,9.2,31,216
nissan,mid-size,automático variable,gasolina premium,asequibles,7,4,1.6,8.9,7.3,8.2,34,193
nissan,mid-size,manual,gasolina premium,asequibles,6,4,1.6,9.1,7.3,8.3,34,195
nissan,mid-size,manual,gasolina,asequibles,6,4,1.8,9.0,6.8,8.0,35,187
nissan,mid-size,automático variable,gasolina premium,asequibles,7,4,1.6,9.4,7.8,8.7,32,205
nissan,mid-size,manual,gasolina premium,asequibles,6,4,1.6,9.5,7.6,8.7,32,204
nissan,pickup truck - standard,automático con selector de marcha,gasolina,asequibles,7,8,5.6,15.0,11.2,13.3,21,312
nissan,pickup truck - standard,automático con selector de marcha,gasolina,asequibles,7,8,5.6,15.2,11.1,13.4,21,315
nissan,pickup truck - standard,automático con selector de marcha,gasolina,asequibles,7,8,5.6,16.0,12.0,14.2,20,333
nissan,mid-size,manual,gasolina,asequibles,5,4,1.6,8.6,6.6,7.7,37,180
porsche,minicompact,automático manual,gasolina premium,premium,7,6,3.0,10.6,8.0,9.4,30,221
porsche,minicompact,manual,gasolina premium,premium,7,6,3.0,11.8,8.1,10.1,28,237
porsche,minicompact,automático manual,gasolina premium,premium,7,6,3.0,10.8,8.3,9.7,29,227
porsche,minicompact,manual,gasolina premium,premium,7,6,3.0,12.0,8.2,10.3,27,241
porsche,minicompact,automático manual,gasolina premium,premium,7,6,3.0,10.8,8.3,9.7,29,226
porsche,minicompact,manual,gasolina premium,premium,7,6,3.0,12.1,8.3,10.4,27,242
porsche,minicompact,automático manual,gasolina premium,premium,7,6,3.0,10.8,8.4,9.7,29,228
porsche,minicompact,manual,gasolina premium,premium,7,6,3.0,12.1,8.3,10.4,27,243
porsche,minicompact,automático manual,gasolina premium,premium,7,6,3.0,10.7,8.3,9.6,29,225
porsche,minicompact,automático manual,gasolina premium,premium,7,6,3.0,11.0,8.4,9.8,29,230
porsche,minicompact,manual,gasolina premium,premium,7,6,3.0,12.2,8.5,10.5,27,246
porsche,minicompact,automático manual,gasolina premium,premium,7,6,3.0,11.0,8.5,9.9,29,232
porsche,minicompact,manual,gasolina premium,premium,7,6,3.0,12.1,8.4,10.4,27,243
porsche,minicompact,automático manual,gasolina premium,premium,7,6,3.0,10.9,8.5,9.9,29,231
porsche,minicompact,automático manual,gasolina premium,premium,7,6,3.0,10.9,8.4,9.8,29,228
porsche,minicompact,automático manual,gasolina premium,premium,7,6,3.0,11.1,8.6,10.0,28,233
porsche,minicompact,automático manual,gasolina premium,premium,7,6,3.8,12.6,9.9,11.4,25,266
porsche,minicompact,automático manual,gasolina premium,premium,7,6,3.8,12.6,9.9,11.4,25,267
porsche,two-seater,automático manual,gasolina premium,premium,7,4,2.0,10.5,8.0,9.4,30,219
porsche,two-seater,manual,gasolina premium,premium,6,4,2.0,11.0,8.3,9.8,29,229
porsche,two-seater,automático manual,gasolina premium,premium,7,4,2.5,11.0,8.4,9.9,29,230
porsche,two-seater,manual,gasolina premium,premium,6,4,2.5,12.1,9.0,10.7,26,249
porsche,suv - standard,automático,gasolina premium,premium,8,6,3.6,12.9,9.7,11.5,25,268
porsche,suv - standard,automático,gasolina premium,premium,8,6,3.6,13.6,10.2,12.1,23,281
porsche,suv - standard,automático,gasolina premium,premium,8,6,3.6,13.9,9.6,12.0,24,281
porsche,suv - standard,automático,gasolina premium,premium,8,6,3.6,14.5,10.4,12.6,22,296
porsche,suv - small,automático,gasolina premium,premium,7,4,2.0,11.6,9.3,10.6,27,248
porsche,suv - small,automático,gasolina premium,premium,7,6,3.0,13.8,10.3,12.3,23,287
ram,pickup truck - standard,automático,gasolina,rango_medio,8,6,3.6,13.9,9.6,11.9,24,280
ram,pickup truck - standard,automático,ethanol,rango_medio,8,6,3.6,19.7,13.8,17.0,17,283
ram,pickup truck - standard,automático,gasolina,rango_medio,6,8,5.7,17.0,12.0,14.8,19,346
ram,pickup truck - standard,automático,gasolina,rango_medio,8,8,5.7,15.7,11.0,13.6,21,319
ram,pickup truck - standard,automático,diesel,rango_medio,8,6,3.0,11.8,8.6,10.4,27,278
ram,pickup truck - standard,automático,gasolina,rango_medio,8,6,3.6,14.5,10.2,12.6,22,294
ram,pickup truck - standard,automático,ethanol,rango_medio,8,6,3.6,20.7,14.7,18.0,16,300
ram,pickup truck - standard,automático,gasolina,rango_medio,6,8,5.7,17.5,12.7,15.4,18,361
ram,pickup truck - standard,automático,gasolina,rango_medio,8,8,5.7,16.1,11.5,14.0,20,328
ram,pickup truck - standard,automático,diesel,rango_medio,8,6,3.0,12.3,8.8,10.8,26,289
ram,special purpose vehicle,automático,gasolina,rango_medio,9,4,2.4,11.2,8.3,9.9,29,232
rolls-royce,compact,automático con selector de marcha,gasolina premium,premium,8,12,6.6,20.0,12.6,16.7,17,390
rolls-royce,full-size,automático con selector de marcha,gasolina premium,premium,8,12,6.6,20.0,12.6,16.7,17,390
rolls-royce,full-size,automático con selector de marcha,gasolina premium,premium,8,12,6.7,20.7,12.7,17.1,17,400
rolls-royce,compact,automático con selector de marcha,gasolina premium,premium,8,12,6.7,20.7,12.7,17.1,17,400
rolls-royce,compact,automático con selector de marcha,gasolina premium,premium,8,12,6.7,20.6,12.8,17.1,17,401
rolls-royce,mid-size,automático con selector de marcha,gasolina premium,premium,8,12,6.6,19.0,12.5,16.1,18,375
smart,two-seater,automático manual,gasolina premium,rango_medio,6,3,0.9,7.0,6.3,6.7,42,152
subaru,minicompact,automático con selector de marcha,gasolina premium,premium,6,4,2.0,9.7,7.2,8.6,33,200
subaru,minicompact,manual,gasolina premium,premium,6,4,2.0,11.1,8.0,9.7,29,228
subaru,suv - small,automático variable,gasolina,premium,6,4,2.0,9.1,7.2,8.2,34,193
subaru,suv - small,manual,gasolina,premium,5,4,2.0,10.3,7.8,9.2,31,216
subaru,suv - small,automático variable,gasolina premium,premium,8,4,2.0,10.2,8.6,9.5,30,223
subaru,suv - small,automático variable,gasolina,premium,6,4,2.5,9.2,7.4,8.4,34,196
subaru,suv - small,manual,gasolina,premium,6,4,2.5,10.9,8.3,9.7,29,228
subaru,mid-size,automático variable,gasolina,premium,7,4,2.0,8.3,6.4,7.5,38,174
subaru,mid-size,manual,gasolina,premium,5,4,2.0,10.0,7.5,8.9,32,208
subaru,station wagon - small,automático variable,gasolina,premium,7,4,2.0,8.4,6.5,7.5,38,176
subaru,station wagon - small,manual,gasolina,premium,5,4,2.0,10.1,7.7,9.0,31,211
subaru,mid-size,automático variable,gasolina,premium,6,4,2.5,9.3,7.0,8.3,34,194
subaru,mid-size,manual,gasolina,premium,6,4,2.5,10.7,7.9,9.5,30,222
subaru,mid-size,automático variable,gasolina,premium,6,6,3.6,11.9,8.3,10.3,27,241
subaru,suv - small,automático variable,gasolina,premium,6,4,2.5,9.4,7.3,8.4,34,198
subaru,suv - small,manual,gasolina,premium,6,4,2.5,11.0,8.3,9.8,29,229
subaru,suv - small,automático variable,gasolina,premium,6,6,3.6,12.0,8.7,10.5,27,247
subaru,compact,automático variable,gasolina premium,premium,8,4,2.0,12.5,9.6,11.2,25,255
subaru,compact,manual,gasolina premium,premium,6,4,2.0,11.3,8.5,10.0,28,235
toyota,suv - standard,automático con selector de marcha,gasolina,rango_medio,5,6,4.0,14.3,12.0,13.3,21,310
toyota,minicompact,automático con selector de marcha,gasolina premium,rango_medio,6,4,2.0,9.9,7.3,8.7,32,204
toyota,minicompact,manual,gasolina premium,rango_medio,6,4,2.0,11.3,8.3,9.9,29,232
toyota,mid-size,automático con selector de marcha,gasolina,rango_medio,6,6,3.5,11.4,7.7,9.7,29,226
toyota,mid-size,automático con selector de marcha,gasolina,rango_medio,6,4,2.5,9.8,7.1,8.6,33,199
toyota,mid-size,automático con selector de marcha,gasolina,rango_medio,6,6,3.5,11.0,7.8,9.6,29,224
toyota,mid-size,automático variable,gasolina,rango_medio,7,4,1.8,8.3,6.7,7.5,38,178
toyota,mid-size,manual,gasolina,rango_medio,6,4,1.8,8.4,6.5,7.5,38,176
toyota,mid-size,automático variable,gasolina,rango_medio,7,4,1.8,8.3,6.5,7.5,38,176
toyota,mid-size,manual,gasolina,rango_medio,6,4,1.8,8.8,6.8,7.9,36,185
toyota,suv - small,automático con selector de marcha,gasolina,rango_medio,8,6,3.5,11.8,8.7,10.3,27,243
toyota,suv - standard,automático con selector de marcha,gasolina,rango_medio,8,6,3.5,12.1,9.0,10.6,27,251
toyota,suv - standard,automático con selector de marcha,gasolina,rango_medio,8,6,3.5,12.0,8.9,10.6,27,247
toyota,suv - standard,automático con selector de marcha,gasolina,rango_medio,8,6,3.5,11.7,8.8,10.4,27,242
toyota,suv - standard,automático variable,gasolina,rango_medio,6,6,3.5,8.1,8.5,8.3,34,193
toyota,suv - small,automático con selector de marcha,gasolina,rango_medio,6,4,2.5,10.3,8.0,9.2,31,217
toyota,suv - small,automático con selector de marcha,gasolina,rango_medio,6,4,2.5,10.0,7.8,9.0,31,210
toyota,suv - small,automático con selector de marcha,gasolina,rango_medio,6,4,2.5,10.5,8.3,9.5,30,222
toyota,suv - small,automático con selector de marcha,gasolina,rango_medio,6,4,2.5,10.7,8.4,9.7,29,226
toyota,suv - small,automático variable,gasolina,rango_medio,6,4,2.5,6.9,7.8,7.3,39,170
toyota,suv - standard,automático con selector de marcha,gasolina,rango_medio,6,8,5.7,18.7,13.8,16.5,17,380
toyota,minivan,automático con selector de marcha,gasolina,rango_medio,8,6,3.5,12.5,8.9,10.9,26,255
toyota,minivan,automático con selector de marcha,gasolina,rango_medio,8,6,3.5,13.4,9.6,11.7,24,274
toyota,pickup truck - small,automático con selector de marcha,gasolina,rango_medio,6,4,2.7,12.1,10.1,11.2,25,263
toyota,pickup truck - small,automático con selector de marcha,gasolina,rango_medio,6,6,3.5,12.6,10.0,11.4,25,268
toyota,pickup truck - small,automático con selector de marcha,gasolina,rango_medio,6,4,2.7,12.7,10.6,11.7,24,274
toyota,pickup truck - small,automático con selector de marcha,gasolina,rango_medio,6,6,3.5,13.2,10.7,12.0,24,283
toyota,pickup truck - small,manual,gasolina,rango_medio,6,6,3.5,13.8,11.6,12.8,22,301
toyota,pickup truck - standard,automático con selector de marcha,gasolina,rango_medio,6,8,4.6,15.8,12.3,14.2,20,334
toyota,pickup truck - standard,automático con selector de marcha,gasolina,rango_medio,6,8,5.7,17.2,12.9,15.3,18,358
toyota,pickup truck - standard,automático con selector de marcha,gasolina,rango_medio,6,8,4.6,16.8,12.6,14.9,19,349
toyota,pickup truck - standard,automático con selector de marcha,gasolina,rango_medio,6,8,5.7,18.1,13.9,16.2,17,378
toyota,compact,automático con selector de marcha,gasolina,rango_medio,6,4,1.5,7.3,5.8,6.6,43,155
toyota,compact,manual,gasolina,rango_medio,6,4,1.5,7.8,6.0,6.8,42,164
toyota,compact,automático,gasolina,rango_medio,4,4,1.5,7.9,6.8,7.4,38,173
toyota,compact,manual,gasolina,rango_medio,5,4,1.5,7.8,6.5,7.2,39,168
volkswagen,compact,automático con selector de marcha,gasolina,rango_medio,6,4,1.8,9.7,7.2,8.5,33,199
volkswagen,compact,manual,gasolina,rango_medio,5,4,1.8,9.5,7.1,8.4,34,198
volkswagen,compact,automático con selector de marcha,gasolina,rango_medio,6,4,1.8,9.6,7.5,8.6,33,201
volkswagen,subcompact,automático con selector de marcha,gasolina,rango_medio,6,4,1.8,9.7,7.2,8.5,33,199
volkswagen,compact,automático con selector de marcha,gasolina,rango_medio,6,6,3.6,13.9,9.3,11.8,24,277
volkswagen,compact,automático con selector de marcha,gasolina,rango_medio,6,4,1.8,9.4,6.7,8.2,34,192
volkswagen,compact,manual,gasolina,rango_medio,5,4,1.8,9.3,6.6,8.1,35,190
volkswagen,compact,automático manual,gasolina,rango_medio,6,4,2.0,9.6,7.2,8.5,33,199
volkswagen,compact,manual,gasolina,rango_medio,6,4,2.0,9.7,7.0,8.5,33,198
volkswagen,station wagon - small,automático manual,gasolina,rango_medio,6,4,1.8,10.6,8.0,9.4,30,220
volkswagen,station wagon - small,automático con selector de marcha,gasolina,rango_medio,6,4,1.8,9.3,6.9,8.2,34,192
volkswagen,station wagon - small,manual,gasolina,rango_medio,5,4,1.8,9.6,6.8,8.3,34,194
volkswagen,compact,automático con selector de marcha,gasolina,rango_medio,6,4,1.4,8.5,6.2,7.4,38,175
volkswagen,compact,automático manual,gasolina,rango_medio,6,4,1.8,9.4,6.8,8.2,34,193
volkswagen,compact,automático con selector de marcha,gasolina,rango_medio,6,4,2.0,9.8,7.4,8.7,32,205
volkswagen,compact,manual,gasolina,rango_medio,6,4,2.0,10.2,7.2,8.9,32,208
volkswagen,mid-size,automático con selector de marcha,gasolina,rango_medio,6,4,1.8,10.1,7.0,8.7,32,204
volkswagen,mid-size,automático manual,gasolina,rango_medio,6,6,3.6,11.9,8.5,10.4,27,242
volkswagen,suv - small,automático con selector de marcha,gasolina premium,rango_medio,6,4,2.0,11.7,9.6,10.7,26,256
volkswagen,suv - small,automático con selector de marcha,gasolina premium,rango_medio,6,4,2.0,12.0,10.0,11.1,25,263
volkswagen,suv - standard,automático con selector de marcha,gasolina,rango_medio,8,6,3.6,13.8,10.4,12.2,23,287
volvo,compact,automático con selector de marcha,gasolina,rango_medio,8,4,2.0,9.6,7.0,8.4,34,198
volvo,compact,automático con selector de marcha,gasolina,rango_medio,8,4,2.0,10.7,7.8,9.4,30,219
volvo,compact,automático con selector de marcha,gasolina premium,rango_medio,8,4,2.0,10.9,7.7,9.5,30,221
volvo,compact,automático con selector de marcha,gasolina premium,rango_medio,8,4,2.0,11.8,8.5,10.3,27,241
volvo,compact,automático con selector de marcha,gasolina,rango_medio,8,4,2.0,10.8,7.8,9.4,30,220
volvo,mid-size,automático con selector de marcha,gasolina premium,rango_medio,8,4,2.0,10.1,7.0,8.7,32,204
volvo,mid-size,automático con selector de marcha,gasolina premium,rango_medio,8,4,2.0,10.8,7.6,9.4,30,219
volvo,station wagon - small,automático con selector de marcha,gasolina,rango_medio,8,4,2.0,9.6,7.0,8.4,34,198
volvo,station wagon - small,automático con selector de marcha,gasolina,rango_medio,8,4,2.0,10.7,7.8,9.4,30,219
volvo,station wagon - small,automático con selector de marcha,gasolina premium,rango_medio,8,4,2.0,10.9,7.7,9.5,30,221
volvo,station wagon - small,automático con selector de marcha,gasolina premium,rango_medio,8,4,2.0,11.8,8.5,10.3,27,241
volvo,station wagon - small,automático con selector de marcha,gasolina,rango_medio,8,4,2.0,10.8,7.8,9.4,30,220
volvo,station wagon - mid-size,automático con selector de marcha,gasolina premium,rango_medio,8,4,2.0,10.1,7.0,8.7,32,204
volvo,station wagon - mid-size,automático con selector de marcha,gasolina premium,rango_medio,8,4,2.0,10.8,7.6,9.4,30,219
volvo,station wagon - mid-size,automático con selector de marcha,gasolina premium,rango_medio,8,4,2.0,10.7,7.9,9.4,30,221
volvo,suv - small,automático con selector de marcha,gasolina,rango_medio,8,4,2.0,10.4,7.8,9.2,31,216
volvo,suv - small,automático con selector de marcha,gasolina,rango_medio,8,4,2.0,11.3,8.4,10.0,28,233
volvo,suv - small,automático con selector de marcha,gasolina premium,rango_medio,8,4,2.0,11.7,8.7,10.4,27,244
volvo,suv - standard,automático con selector de marcha,gasolina premium,rango_medio,8,4,2.0,11.5,9.6,10.6,27,249
acura,mid-size,automático manual,gasolina premium,rango_medio,7,6,3.5,8.4,8.2,8.4,34,196
acura,compact,automático manual,gasolina premium,rango_medio,8,4,2.4,10.0,7.1,8.7,32,205
acura,compact,automático manual,gasolina premium,rango_medio,8,4,2.4,10.2,7.4,8.9,32,209
acura,compact,automático con selector de marcha,gasolina premium,rango_medio,9,6,3.5,11.4,7.7,9.8,29,228
acura,compact,automático con selector de marcha,gasolina premium,rango_medio,9,6,3.5,12.0,8.2,10.3,27,240
alfa romeo,suv - small,automático,gasolina premium,rango_medio,8,4,2.0,10.8,8.3,9.6,29,226
alfa romeo,suv - small,automático,gasolina premium,rango_medio,8,6,2.9,14.1,10.4,12.4,23,292
aston martin,minicompact,automático,gasolina premium,premium,8,8,4.0,13.0,9.8,11.5,25,271
aston martin,subcompact,automático,gasolina premium,premium,8,12,6.0,16.7,10.9,14.1,20,332
aston martin,minicompact,automático,gasolina premium,premium,8,12,6.0,17.5,11.4,14.7,19,346
audi,compact,automático manual,gasolina premium,rango_medio,7,4,2.0,10.0,7.0,8.7,32,203
audi,compact,manual,gasolina premium,rango_medio,6,4,2.0,9.9,7.1,8.7,32,204
audi,station wagon - small,automático manual,gasolina premium,rango_medio,7,4,2.0,10.5,7.9,9.3,30,217
audi,subcompact,automático manual,gasolina premium,rango_medio,7,4,2.0,10.0,7.0,8.7,32,203
audi,subcompact,manual,gasolina premium,rango_medio,6,4,2.0,9.9,7.1,8.7,32,204
audi,mid-size,automático manual,gasolina premium,rango_medio,7,4,2.0,10.0,7.0,8.7,32,203
audi,mid-size,automático con selector de marcha,gasolina premium,rango_medio,8,4,2.0,10.6,7.5,9.2,31,216
audi,mid-size,automático con selector de marcha,gasolina premium,rango_medio,8,6,3.0,11.5,8.2,10.0,28,235
audi,full-size,automático con selector de marcha,gasolina premium,rango_medio,8,6,3.0,12.6,8.0,10.5,27,247
audi,full-size,automático con selector de marcha,gasolina premium,rango_medio,8,8,4.0,15.1,9.1,12.4,23,290
audi,compact,automático con selector de marcha,gasolina premium,rango_medio,6,4,2.0,11.6,8.3,10.1,28,236
audi,suv - small,automático con selector de marcha,gasolina premium,rango_medio,7,4,2.0,10.4,8.6,9.6,29,226
audi,suv - standard,automático con selector de marcha,gasolina premium,rango_medio,8,4,2.0,12.2,9.5,11.0,26,258
audi,two-seater,automático manual,gasolina premium,rango_medio,7,10,5.2,16.0,9.5,13.1,22,304
audi,two-seater,automático manual,gasolina premium,rango_medio,7,10,5.2,17.1,11.3,14.5,19,338
audi,subcompact,automático manual,gasolina premium,rango_medio,7,5,2.5,12.4,8.3,10.5,27,248
audi,subcompact,automático manual,gasolina premium,rango_medio,8,6,2.9,12.9,8.9,11.1,25,260
audi,mid-size,automático con selector de marcha,gasolina premium,rango_medio,8,8,4.0,17.0,9.6,13.7,21,318
audi,subcompact,automático manual,gasolina premium,rango_medio,7,4,2.0,10.6,8.3,9.6,29,223
audi,compact,automático manual,gasolina premium,rango_medio,8,6,3.0,11.5,8.0,9.9,29,232
audi,subcompact,automático manual,gasolina premium,rango_medio,8,6,3.0,11.5,8.0,9.9,29,232
audi,subcompact,automático manual,gasolina premium,rango_medio,8,6,3.0,11.9,8.1,10.2,28,239
audi,mid-size,automático manual,gasolina premium,rango_medio,8,6,3.0,11.5,8.0,9.9,29,232
audi,mid-size,automático manual,gasolina premium,rango_medio,7,8,4.0,15.0,10.0,12.8,22,298
audi,mid-size,automático con selector de marcha,gasolina premium,rango_medio,8,8,4.0,16.2,9.9,13.4,21,313
audi,suv - small,automático manual,gasolina premium,rango_medio,8,6,3.0,12.7,10.0,11.5,25,270
audi,subcompact,automático manual,gasolina premium,rango_medio,7,5,2.5,12.3,8.2,10.5,27,245
bentley,compact,automático con selector de marcha,gasolina premium,premium,8,12,6.0,20.4,12.0,16.6,17,389
